participant_id,candidate_id,program_id,completion_status,score,feedback_rating
PTC00986,CND0399,PRG0174,In Progress,,4.8
PTC00987,CND0399,PRG0233,Completed,77.0,3.7
PTC00988,CND0401,PRG0184,Completed,74.4,3.8
PTC00989,CND0402,PRG0151,Completed,65.4,4.1
PTC00990,CND0402,PRG0004,Completed,78.7,3.6
PTC00991,CND0402,PRG0200,Completed,70.3,4.5
PTC00992,CND0402,PRG0010,In Progress,,3.9
PTC00993,CND0403,PRG0082,Completed,86.9,3.9
PTC00994,CND0403,PRG0081,Dropped,,3.7
PTC00995,CND0404,PRG0187,Completed,82.9,5.0
PTC00996,CND0404,PRG0188,Completed,82.7,3.8
PTC00997,CND0404,PRG0189,Completed,73.1,3.7
PTC00998,CND0405,PRG0013,Completed,67.4,3.7
PTC00999,CND0405,PRG0015,In Progress,,4.5
PTC01000,CND0406,PRG0178,Completed,89.9,5.0
PTC01001,CND0406,PRG0181,In Progress,,4.3
PTC01002,CND0407,PRG0185,In Progress,,3.5
PTC01003,CND0408,PRG0025,Dropped,,4.1
PTC01004,CND0410,PRG0073,Completed,86.1,4.0
PTC01005,CND0410,PRG0074,Completed,84.7,4.2
PTC01006,CND0410,PRG0075,In Progress,,4.3
PTC01007,CND0411,PRG0112,Completed,93.8,4.5
PTC01008,CND0411,PRG0182,In Progress,,4.1
PTC01009,CND0411,PRG0014,Completed,76.7,4.8
PTC01010,CND0412,PRG0134,Completed,67.8,3.9
PTC01011,CND0412,PRG0133,Dropped,,4.9
PTC01012,CND0413,PRG0233,Completed,74.2,3.6
PTC01013,CND0414,PRG0193,In Progress,,5.0
PTC01014,CND0414,PRG0194,Completed,80.5,4.0
PTC01015,CND0414,PRG0191,Completed,90.0,3.5
PTC01016,CND0414,PRG0190,In Progress,,4.9
PTC01017,CND0414,PRG0192,Completed,83.4,3.9
PTC01018,CND0415,PRG0076,In Progress,,3.9
PTC01019,CND0415,PRG0079,Completed,74.1,4.2
PTC01020,CND0416,PRG0040,Dropped,,4.1
PTC01021,CND0417,PRG0231,Completed,85.2,5.0
PTC01022,CND0417,PRG0232,Completed,83.4,4.8
PTC01023,CND0417,PRG0230,Completed,68.1,4.3
PTC01024,CND0418,PRG0075,Completed,74.6,4.9
PTC01025,CND0418,PRG0074,Completed,91.5,4.3
PTC01026,CND0418,PRG0073,Completed,66.7,4.1
PTC01027,CND0419,PRG0004,Completed,60.0,4.1
PTC01028,CND0419,PRG0195,In Progress,,4.3
PTC01029,CND0419,PRG0216,In Progress,,4.7
PTC01030,CND0419,PRG0205,Completed,88.9,4.5
PTC01031,CND0419,PRG0052,In Progress,,3.7
PTC01032,CND0420,PRG0154,Completed,62.9,4.1
PTC01033,CND0420,PRG0118,In Progress,,3.9
PTC01034,CND0420,PRG0044,Dropped,,3.9
PTC01035,CND0420,PRG0200,In Progress,,5.0
PTC01036,CND0420,PRG0242,Completed,74.6,5.0
PTC01037,CND0421,PRG0055,Completed,75.5,3.6
PTC01038,CND0421,PRG0058,Completed,80.8,5.0
PTC01039,CND0421,PRG0056,Completed,73.2,2.6
PTC01040,CND0422,PRG0057,In Progress,,4.0
PTC01041,CND0422,PRG0054,Dropped,,4.0
PTC01042,CND0422,PRG0058,Completed,91.6,4.5
PTC01043,CND0422,PRG0056,Completed,70.2,4.3
PTC01044,CND0423,PRG0081,Dropped,,3.9
PTC01045,CND0423,PRG0215,In Progress,,4.3
PTC01046,CND0423,PRG0089,Completed,92.1,3.9
PTC01047,CND0423,PRG0090,In Progress,,3.2
PTC01048,CND0423,PRG0078,Completed,97.1,4.9
PTC01049,CND0424,PRG0163,Completed,81.1,4.5
PTC01050,CND0424,PRG0165,Completed,86.3,4.0
PTC01051,CND0425,PRG0192,Completed,69.2,3.9
PTC01052,CND0425,PRG0136,Completed,75.9,4.1
PTC01053,CND0425,PRG0165,Completed,79.6,4.9
PTC01054,CND0426,PRG0241,Completed,83.9,3.8
PTC01055,CND0426,PRG0018,In Progress,,4.4
PTC01056,CND0426,PRG0074,Dropped,,4.4
PTC01057,CND0426,PRG0209,Completed,63.1,5.0
PTC01058,CND0426,PRG0024,Completed,94.9,4.0
PTC01059,CND0427,PRG0115,Completed,71.0,4.9
PTC01060,CND0427,PRG0114,Completed,97.1,4.1
PTC01061,CND0427,PRG0113,In Progress,,5.0
PTC01062,CND0427,PRG0116,In Progress,,3.0
PTC01063,CND0427,PRG0117,Completed,85.6,3.4
PTC01064,CND0428,PRG0146,Completed,82.9,5.0
PTC01065,CND0428,PRG0147,Completed,74.3,3.2
PTC01066,CND0429,PRG0172,In Progress,,3.9
PTC01067,CND0429,PRG0170,Dropped,,4.9
PTC01068,CND0429,PRG0171,Completed,73.4,4.2
PTC01069,CND0429,PRG0173,Completed,76.5,4.6
PTC01070,CND0431,PRG0075,Completed,79.7,4.2
PTC01071,CND0431,PRG0073,Completed,86.7,3.4
PTC01072,CND0431,PRG0074,In Progress,,4.6
PTC01073,CND0432,PRG0184,Dropped,,3.8
PTC01074,CND0432,PRG0186,Dropped,,3.8
PTC01075,CND0433,PRG0211,Completed,72.2,4.3
PTC01076,CND0433,PRG0210,Completed,81.2,3.9
PTC01077,CND0434,PRG0155,Dropped,,5.0
PTC01078,CND0434,PRG0169,Completed,67.8,3.1
PTC01079,CND0434,PRG0237,Completed,89.8,3.8
PTC01080,CND0435,PRG0115,In Progress,,4.0
PTC01081,CND0436,PRG0068,Completed,74.7,5.0
PTC01082,CND0436,PRG0168,In Progress,,5.0
PTC01083,CND0436,PRG0217,Completed,80.9,3.6
PTC01084,CND0436,PRG0192,In Progress,,3.5
PTC01085,CND0436,PRG0075,Completed,90.7,4.2
PTC01086,CND0437,PRG0020,Completed,83.9,4.9
PTC01087,CND0437,PRG0021,Completed,72.6,4.2
PTC01088,CND0437,PRG0024,In Progress,,5.0
PTC01089,CND0438,PRG0151,Completed,65.7,4.3
PTC01090,CND0438,PRG0154,Completed,71.9,3.9
PTC01091,CND0438,PRG0153,Completed,96.3,4.4
PTC01092,CND0439,PRG0029,Completed,90.4,4.7
PTC01093,CND0439,PRG0028,Completed,93.3,3.7
PTC01094,CND0439,PRG0030,Completed,76.2,4.1
PTC01095,CND0440,PRG0147,Dropped,,5.0
PTC01096,CND0440,PRG0146,Dropped,,4.0
PTC01097,CND0441,PRG0138,Completed,61.9,4.0
PTC01098,CND0441,PRG0137,In Progress,,4.0
PTC01099,CND0442,PRG0144,In Progress,,4.2
PTC01100,CND0442,PRG0143,Completed,76.9,4.2
PTC01101,CND0442,PRG0145,Completed,82.7,4.2
PTC01102,CND0443,PRG0056,In Progress,,3.7
PTC01103,CND0443,PRG0058,Completed,83.7,4.5
PTC01104,CND0443,PRG0054,Completed,87.6,4.1
PTC01105,CND0444,PRG0065,In Progress,,4.6
PTC01106,CND0444,PRG0049,In Progress,,4.7
PTC01107,CND0444,PRG0117,Completed,80.4,3.8
PTC01108,CND0445,PRG0144,Completed,81.4,4.3
PTC01109,CND0445,PRG0142,Completed,79.1,5.0
PTC01110,CND0445,PRG0143,In Progress,,4.1
PTC01111,CND0445,PRG0145,In Progress,,4.3
PTC01112,CND0446,PRG0094,In Progress,,3.5
PTC01113,CND0446,PRG0204,Completed,100.0,3.7
PTC01114,CND0446,PRG0100,Completed,89.5,4.1
PTC01115,CND0446,PRG0073,Dropped,,4.0
PTC01116,CND0447,PRG0071,Completed,75.9,4.1
PTC01117,CND0447,PRG0072,Completed,91.6,4.3
PTC01118,CND0448,PRG0154,Completed,74.6,5.0
PTC01119,CND0448,PRG0150,Completed,79.6,4.2
PTC01120,CND0448,PRG0152,In Progress,,4.8
PTC01121,CND0450,PRG0086,Completed,94.7,5.0
PTC01122,CND0450,PRG0192,In Progress,,4.4
PTC01123,CND0450,PRG0082,Completed,80.7,4.9
PTC01124,CND0450,PRG0052,In Progress,,2.8
PTC01125,CND0450,PRG0085,Dropped,,3.9
PTC01126,CND0451,PRG0218,Completed,74.3,4.2
PTC01127,CND0451,PRG0104,In Progress,,2.9
PTC01128,CND0451,PRG0143,Completed,95.2,4.1
PTC01129,CND0452,PRG0127,In Progress,,4.4
PTC01130,CND0452,PRG0128,Completed,82.1,4.5
PTC01131,CND0453,PRG0139,Completed,72.5,3.8
PTC01132,CND0453,PRG0140,Completed,78.1,3.8
PTC01133,CND0454,PRG0117,In Progress,,4.5
PTC01134,CND0454,PRG0115,Completed,80.3,3.4
PTC01135,CND0454,PRG0113,In Progress,,4.2
PTC01136,CND0455,PRG0031,Completed,84.8,3.9
PTC01137,CND0455,PRG0211,Completed,73.5,3.8
PTC01138,CND0455,PRG0072,In Progress,,3.9
PTC01139,CND0455,PRG0074,In Progress,,4.4
PTC01140,CND0456,PRG0114,Completed,86.0,4.4
PTC01141,CND0456,PRG0116,Completed,94.8,2.7
PTC01142,CND0456,PRG0113,Completed,58.1,3.9
PTC01143,CND0457,PRG0180,In Progress,,4.3
PTC01144,CND0457,PRG0037,Completed,71.1,3.6
PTC01145,CND0457,PRG0116,Dropped,,3.6
PTC01146,CND0457,PRG0142,In Progress,,4.3
PTC01147,CND0457,PRG0072,Completed,75.7,4.5
PTC01148,CND0458,PRG0188,Completed,53.5,4.0
PTC01149,CND0459,PRG0105,Completed,76.6,4.2
PTC01150,CND0459,PRG0107,In Progress,,4.5
PTC01151,CND0459,PRG0103,Completed,100.0,3.9
PTC01152,CND0459,PRG0106,Completed,85.2,3.1
PTC01153,CND0459,PRG0104,Completed,58.1,4.7
PTC01154,CND0460,PRG0064,In Progress,,4.3
PTC01155,CND0460,PRG0233,In Progress,,3.3
PTC01156,CND0460,PRG0079,Dropped,,4.3
PTC01157,CND0460,PRG0037,In Progress,,5.0
PTC01158,CND0461,PRG0190,Completed,66.4,3.5
PTC01159,CND0461,PRG0193,Completed,96.4,4.0
PTC01160,CND0461,PRG0191,Completed,96.5,4.2
PTC01161,CND0461,PRG0194,Dropped,,3.1
PTC01162,CND0462,PRG0145,Completed,90.9,3.2
PTC01163,CND0462,PRG0143,Completed,82.3,2.5
PTC01164,CND0463,PRG0018,Completed,87.9,4.3
PTC01165,CND0463,PRG0016,Completed,92.4,3.7
PTC01166,CND0463,PRG0017,In Progress,,5.0
PTC01167,CND0463,PRG0019,Completed,81.1,3.7
PTC01168,CND0464,PRG0142,Completed,89.6,4.0
PTC01169,CND0464,PRG0129,Completed,81.4,4.5
PTC01170,CND0464,PRG0169,In Progress,,4.4
PTC01171,CND0464,PRG0215,Completed,62.0,3.5
PTC01172,CND0464,PRG0183,Completed,91.3,4.1
PTC01173,CND0465,PRG0024,Completed,76.8,3.8
PTC01174,CND0465,PRG0023,In Progress,,3.6
PTC01175,CND0465,PRG0022,In Progress,,4.2
PTC01176,CND0466,PRG0250,Completed,85.6,4.7
PTC01177,CND0466,PRG0193,Completed,97.3,4.4
PTC01178,CND0466,PRG0196,In Progress,,3.8
PTC01179,CND0466,PRG0022,In Progress,,4.3
PTC01180,CND0467,PRG0245,In Progress,,3.8
PTC01181,CND0467,PRG0243,Completed,80.6,4.9
PTC01182,CND0467,PRG0244,Completed,77.6,4.0
PTC01183,CND0468,PRG0024,Completed,76.3,3.5
PTC01184,CND0469,PRG0239,Completed,72.2,3.7
PTC01185,CND0469,PRG0238,In Progress,,3.9
PTC01186,CND0470,PRG0004,In Progress,,3.4
PTC01187,CND0470,PRG0003,In Progress,,3.8
PTC01188,CND0470,PRG0001,Completed,89.3,4.1
PTC01189,CND0471,PRG0222,Completed,77.4,3.5
PTC01190,CND0471,PRG0014,Completed,93.3,4.3
PTC01191,CND0471,PRG0111,Completed,78.6,4.2
PTC01192,CND0471,PRG0093,Completed,80.9,4.9
PTC01193,CND0471,PRG0013,Completed,71.2,3.7
PTC01194,CND0472,PRG0234,In Progress,,4.8
PTC01195,CND0472,PRG0130,Completed,92.8,5.0
PTC01196,CND0472,PRG0184,Completed,86.2,5.0
PTC01197,CND0472,PRG0177,Completed,80.0,3.1
PTC01198,CND0472,PRG0181,Completed,90.6,3.1
PTC01199,CND0473,PRG0135,Dropped,,4.2
PTC01200,CND0473,PRG0083,In Progress,,3.3
PTC01201,CND0473,PRG0108,In Progress,,3.6
PTC01202,CND0473,PRG0165,Completed,76.4,3.0
PTC01203,CND0474,PRG0253,Completed,82.5,3.8
PTC01204,CND0474,PRG0250,Completed,85.2,4.6
PTC01205,CND0475,PRG0171,Completed,87.8,5.0
PTC01206,CND0475,PRG0173,Dropped,,4.8
PTC01207,CND0475,PRG0172,Completed,99.2,2.7
PTC01208,CND0477,PRG0258,Completed,64.6,3.9
PTC01209,CND0478,PRG0109,Completed,58.3,5.0
PTC01210,CND0478,PRG0111,Dropped,,4.4
PTC01211,CND0478,PRG0108,Completed,74.2,4.3
PTC01212,CND0479,PRG0213,In Progress,,4.3
PTC01213,CND0480,PRG0235,In Progress,,3.8
PTC01214,CND0481,PRG0110,Completed,78.0,4.3
PTC01215,CND0482,PRG0184,In Progress,,4.6
PTC01216,CND0482,PRG0185,Completed,90.4,3.4
PTC01217,CND0482,PRG0186,Completed,73.0,3.6
PTC01218,CND0483,PRG0174,Completed,92.8,4.8
PTC01219,CND0484,PRG0150,Dropped,,5.0
PTC01220,CND0484,PRG0153,Completed,95.2,4.4
PTC01221,CND0484,PRG0151,Completed,73.3,3.9
PTC01222,CND0484,PRG0154,In Progress,,4.2
PTC01223,CND0485,PRG0054,In Progress,,3.6
PTC01224,CND0485,PRG0151,Completed,57.0,4.3
PTC01225,CND0485,PRG0043,Completed,88.1,4.4
PTC01226,CND0485,PRG0166,Completed,62.5,4.0
PTC01227,CND0486,PRG0092,In Progress,,2.9
PTC01228,CND0486,PRG0090,In Progress,,3.7
PTC01229,CND0486,PRG0091,Completed,78.3,4.0
PTC01230,CND0486,PRG0093,Completed,83.1,4.8
PTC01231,CND0487,PRG0068,Completed,84.6,4.8
PTC01232,CND0487,PRG0066,Completed,87.3,3.9
PTC01233,CND0487,PRG0067,Completed,66.9,4.4
PTC01234,CND0488,PRG0149,In Progress,,3.3
PTC01235,CND0489,PRG0145,Completed,79.9,4.9
PTC01236,CND0489,PRG0144,In Progress,,4.6
PTC01237,CND0489,PRG0142,Completed,61.8,4.3
PTC01238,CND0490,PRG0186,Dropped,,4.0
PTC01239,CND0490,PRG0185,Dropped,,4.9
PTC01240,CND0493,PRG0007,Completed,85.0,4.6
PTC01241,CND0493,PRG0006,In Progress,,5.0
PTC01242,CND0493,PRG0008,Completed,97.6,4.5
PTC01243,CND0493,PRG0005,Completed,71.4,4.6
PTC01244,CND0494,PRG0073,In Progress,,4.4
PTC01245,CND0495,PRG0179,In Progress,,3.7
PTC01246,CND0495,PRG0181,Completed,100.0,4.9
PTC01247,CND0495,PRG0178,Completed,89.1,4.8
PTC01248,CND0496,PRG0149,Completed,88.4,4.5
PTC01249,CND0497,PRG0146,Dropped,,3.5
PTC01250,CND0497,PRG0147,Dropped,,4.4
PTC01251,CND0498,PRG0209,In Progress,,4.2
PTC01252,CND0499,PRG0083,Completed,66.1,4.2
PTC01253,CND0499,PRG0084,In Progress,,5.0
PTC01254,CND0500,PRG0236,Completed,86.7,3.7
PTC01255,CND0500,PRG0225,Completed,96.7,4.5
PTC01256,CND0500,PRG0255,In Progress,,3.9
PTC01257,CND0501,PRG0080,In Progress,,3.1
PTC01258,CND0501,PRG0081,Completed,90.7,3.0
PTC01259,CND0501,PRG0082,Dropped,,4.4
PTC01260,CND0502,PRG0238,Completed,80.1,4.6
PTC01261,CND0502,PRG0239,Dropped,,4.4
PTC01262,CND0503,PRG0130,Dropped,,3.6
PTC01263,CND0503,PRG0015,In Progress,,3.8
PTC01264,CND0503,PRG0252,In Progress,,3.9
PTC01265,CND0503,PRG0221,Completed,79.2,5.0
PTC01266,CND0504,PRG0035,Completed,78.5,3.5
PTC01267,CND0505,PRG0203,Dropped,,4.5
PTC01268,CND0506,PRG0105,In Progress,,3.4
PTC01269,CND0506,PRG0104,In Progress,,4.7
PTC01270,CND0506,PRG0107,Completed,81.5,3.9
PTC01271,CND0506,PRG0106,In Progress,,4.3
PTC01272,CND0506,PRG0103,In Progress,,4.8
PTC01273,CND0507,PRG0028,Completed,89.4,3.8
PTC01274,CND0507,PRG0184,Dropped,,4.3
PTC01275,CND0507,PRG0062,Dropped,,4.0
PTC01276,CND0507,PRG0037,Completed,79.8,4.7
PTC01277,CND0507,PRG0033,Completed,71.6,5.0
PTC01278,CND0508,PRG0092,Completed,85.7,4.6
PTC01279,CND0508,PRG0093,Completed,81.0,4.2
PTC01280,CND0508,PRG0016,Completed,86.1,4.1
PTC01281,CND0508,PRG0254,Dropped,,5.0
PTC01282,CND0508,PRG0062,Dropped,,4.7
PTC01283,CND0509,PRG0014,Dropped,,5.0
PTC01284,CND0509,PRG0015,Completed,67.7,4.4
PTC01285,CND0510,PRG0071,Completed,79.0,3.7
PTC01286,CND0510,PRG0069,Completed,84.2,4.7
PTC01287,CND0511,PRG0036,Completed,76.3,5.0
PTC01288,CND0511,PRG0035,Completed,82.1,3.8
PTC01289,CND0511,PRG0034,Completed,79.0,4.7
PTC01290,CND0512,PRG0010,Completed,76.2,3.5
PTC01291,CND0513,PRG0042,In Progress,,5.0
PTC01292,CND0513,PRG0174,Completed,84.1,3.6
PTC01293,CND0513,PRG0232,Completed,81.9,4.7
PTC01294,CND0514,PRG0032,Completed,95.6,3.4
PTC01295,CND0514,PRG0031,In Progress,,4.1
PTC01296,CND0514,PRG0192,Completed,75.9,4.3
PTC01297,CND0514,PRG0049,Completed,82.1,5.0
PTC01298,CND0515,PRG0197,In Progress,,4.1
PTC01299,CND0515,PRG0157,Completed,70.4,5.0
PTC01300,CND0515,PRG0015,Completed,74.7,3.8
PTC01301,CND0515,PRG0192,Completed,73.2,4.9
PTC01302,CND0515,PRG0036,Completed,69.5,4.2
PTC01303,CND0516,PRG0177,In Progress,,3.5
PTC01304,CND0516,PRG0050,Dropped,,5.0
PTC01305,CND0516,PRG0080,In Progress,,4.1
PTC01306,CND0516,PRG0192,Completed,82.1,5.0
PTC01307,CND0516,PRG0091,Completed,76.1,5.0
PTC01308,CND0517,PRG0228,In Progress,,4.0
PTC01309,CND0517,PRG0016,In Progress,,4.6
PTC01310,CND0517,PRG0020,In Progress,,3.4
PTC01311,CND0518,PRG0062,Dropped,,3.3
PTC01312,CND0518,PRG0160,Completed,81.4,3.3
PTC01313,CND0518,PRG0150,Completed,95.1,4.2
PTC01314,CND0518,PRG0056,Completed,83.8,5.0
PTC01315,CND0518,PRG0179,Completed,76.1,5.0
PTC01316,CND0519,PRG0063,In Progress,,4.0
PTC01317,CND0519,PRG0064,In Progress,,4.4
PTC01318,CND0519,PRG0065,Completed,80.3,4.4
PTC01319,CND0520,PRG0223,Dropped,,4.1
PTC01320,CND0520,PRG0221,Completed,74.0,4.1
PTC01321,CND0520,PRG0220,Completed,72.9,5.0
PTC01322,CND0521,PRG0025,In Progress,,4.6
PTC01323,CND0521,PRG0027,Completed,80.4,3.8
PTC01324,CND0522,PRG0132,Completed,98.7,4.6
PTC01325,CND0523,PRG0073,In Progress,,3.2
PTC01326,CND0523,PRG0074,In Progress,,3.4
PTC01327,CND0524,PRG0051,Completed,89.3,3.5
PTC01328,CND0524,PRG0047,Completed,74.1,4.7
PTC01329,CND0524,PRG0165,In Progress,,4.9
PTC01330,CND0524,PRG0202,Completed,75.3,3.8
PTC01331,CND0524,PRG0103,Completed,75.5,3.2
PTC01332,CND0525,PRG0198,Completed,69.3,3.5
PTC01333,CND0527,PRG0043,Completed,87.1,5.0
PTC01334,CND0527,PRG0252,Completed,83.3,3.9
PTC01335,CND0527,PRG0013,Completed,72.1,3.3
PTC01336,CND0528,PRG0181,In Progress,,4.1
PTC01337,CND0528,PRG0179,Dropped,,5.0
PTC01338,CND0528,PRG0180,Completed,86.9,4.5
PTC01339,CND0528,PRG0178,Completed,87.7,3.9
PTC01340,CND0529,PRG0046,Completed,83.3,3.5
PTC01341,CND0529,PRG0158,Dropped,,5.0
PTC01342,CND0529,PRG0089,Completed,91.8,4.2
PTC01343,CND0530,PRG0073,Completed,79.3,3.0
PTC01344,CND0530,PRG0074,In Progress,,5.0
PTC01345,CND0530,PRG0075,Completed,74.1,4.2
PTC01346,CND0531,PRG0057,Completed,86.1,3.6
PTC01347,CND0531,PRG0055,Dropped,,4.3
PTC01348,CND0531,PRG0056,In Progress,,4.1
PTC01349,CND0532,PRG0174,Completed,82.2,4.5
PTC01350,CND0533,PRG0070,In Progress,,4.7
PTC01351,CND0534,PRG0164,Completed,75.8,5.0
PTC01352,CND0534,PRG0038,Completed,100.0,4.1
PTC01353,CND0534,PRG0105,Completed,73.7,4.6
PTC01354,CND0534,PRG0254,Completed,78.3,4.4
PTC01355,CND0534,PRG0106,In Progress,,3.8
PTC01356,CND0535,PRG0025,Completed,75.3,4.6
PTC01357,CND0535,PRG0026,Completed,69.3,4.6
PTC01358,CND0536,PRG0170,Completed,80.0,3.6
PTC01359,CND0536,PRG0091,In Progress,,4.5
PTC01360,CND0536,PRG0200,Completed,73.6,4.0
PTC01361,CND0536,PRG0117,Completed,84.7,5.0
PTC01362,CND0537,PRG0127,Completed,82.3,4.2
PTC01363,CND0537,PRG0133,In Progress,,4.9
PTC01364,CND0537,PRG0217,Dropped,,3.5
PTC01365,CND0537,PRG0159,Completed,50.2,4.4
PTC01366,CND0538,PRG0224,Completed,84.9,5.0
PTC01367,CND0539,PRG0164,In Progress,,4.0
PTC01368,CND0539,PRG0165,Completed,79.3,4.0
PTC01369,CND0539,PRG0163,In Progress,,4.1
PTC01370,CND0540,PRG0102,Completed,84.6,4.2
PTC01371,CND0540,PRG0101,Completed,80.6,5.0
PTC01372,CND0541,PRG0141,Dropped,,5.0
PTC01373,CND0541,PRG0140,Completed,73.4,3.7
PTC01374,CND0541,PRG0139,Completed,97.8,4.0
PTC01375,CND0542,PRG0257,In Progress,,5.0
PTC01376,CND0542,PRG0258,Completed,77.8,4.7
PTC01377,CND0543,PRG0243,Completed,62.9,4.0
PTC01378,CND0543,PRG0244,Dropped,,4.4
PTC01379,CND0544,PRG0204,Completed,81.7,3.4
PTC01380,CND0544,PRG0146,Completed,88.8,4.1
PTC01381,CND0544,PRG0147,Completed,64.9,4.4
PTC01382,CND0545,PRG0062,Completed,82.5,5.0
PTC01383,CND0545,PRG0203,Completed,73.9,3.9
PTC01384,CND0545,PRG0104,Completed,73.7,3.3
PTC01385,CND0545,PRG0045,Completed,84.5,5.0
PTC01386,CND0545,PRG0255,Completed,80.0,3.7
PTC01387,CND0546,PRG0020,In Progress,,3.9
PTC01388,CND0546,PRG0199,In Progress,,4.5
PTC01389,CND0546,PRG0095,Completed,55.8,5.0
PTC01390,CND0546,PRG0043,Completed,87.3,4.3
PTC01391,CND0547,PRG0111,Completed,75.2,4.4
PTC01392,CND0547,PRG0109,In Progress,,4.0
PTC01393,CND0548,PRG0047,Dropped,,4.4
PTC01394,CND0548,PRG0048,Completed,81.2,3.2
PTC01395,CND0549,PRG0103,Completed,76.7,4.3
PTC01396,CND0549,PRG0104,In Progress,,4.2
PTC01397,CND0550,PRG0196,Completed,94.6,4.7
PTC01398,CND0550,PRG0198,Completed,65.2,4.0
PTC01399,CND0550,PRG0197,Completed,79.6,4.6
PTC01400,CND0551,PRG0126,In Progress,,4.6
PTC01401,CND0552,PRG0033,Completed,73.5,4.5
PTC01402,CND0552,PRG0116,Dropped,,4.6
PTC01403,CND0552,PRG0095,Completed,77.3,3.7
PTC01404,CND0552,PRG0100,Completed,98.1,4.3
PTC01405,CND0554,PRG0196,Completed,88.4,3.9
PTC01406,CND0554,PRG0197,Completed,80.8,3.6
PTC01407,CND0555,PRG0074,Dropped,,4.2
PTC01408,CND0555,PRG0163,Completed,68.2,3.3
PTC01409,CND0555,PRG0030,Completed,85.8,3.9
PTC01410,CND0555,PRG0058,Completed,73.0,4.6
PTC01411,CND0556,PRG0225,Dropped,,3.7
PTC01412,CND0557,PRG0165,Dropped,,4.4
PTC01413,CND0557,PRG0190,Completed,92.6,4.0
PTC01414,CND0557,PRG0020,Completed,95.5,5.0
PTC01415,CND0557,PRG0074,Completed,98.6,4.4
PTC01416,CND0557,PRG0054,Completed,87.9,5.0
PTC01417,CND0558,PRG0256,In Progress,,3.4
PTC01418,CND0558,PRG0254,Completed,80.6,4.9
PTC01419,CND0558,PRG0255,Completed,60.1,5.0
PTC01420,CND0559,PRG0146,In Progress,,4.9
PTC01421,CND0559,PRG0147,Completed,80.2,4.3
PTC01422,CND0560,PRG0145,Dropped,,4.8
PTC01423,CND0560,PRG0199,Completed,68.0,4.6
PTC01424,CND0560,PRG0231,Completed,79.9,4.2
PTC01425,CND0560,PRG0122,In Progress,,3.8
PTC01426,CND0561,PRG0084,Completed,78.1,4.5
PTC01427,CND0561,PRG0085,In Progress,,4.3
PTC01428,CND0561,PRG0083,Completed,94.5,4.7
PTC01429,CND0562,PRG0071,Completed,91.7,4.1
PTC01430,CND0563,PRG0090,In Progress,,4.8
PTC01431,CND0563,PRG0199,Completed,80.8,4.4
PTC01432,CND0563,PRG0132,Completed,75.4,4.1
PTC01433,CND0564,PRG0154,Completed,76.5,5.0
PTC01434,CND0564,PRG0074,In Progress,,3.0
PTC01435,CND0564,PRG0022,In Progress,,3.6
PTC01436,CND0564,PRG0236,In Progress,,4.5
PTC01437,CND0565,PRG0216,Completed,59.6,4.4
PTC01438,CND0565,PRG0217,Completed,80.5,4.5
PTC01439,CND0565,PRG0215,Dropped,,5.0
PTC01440,CND0565,PRG0219,Completed,79.8,4.2
PTC01441,CND0566,PRG0035,Completed,80.9,4.5
PTC01442,CND0566,PRG0036,Dropped,,3.8
PTC01443,CND0566,PRG0034,Completed,81.5,4.6
PTC01444,CND0567,PRG0196,Completed,100.0,4.1
PTC01445,CND0567,PRG0195,Completed,68.4,3.6
PTC01446,CND0568,PRG0100,Completed,73.7,5.0
PTC01447,CND0568,PRG0187,Completed,89.3,4.2
PTC01448,CND0568,PRG0238,Completed,79.6,4.2
PTC01449,CND0568,PRG0210,Completed,76.9,2.9
PTC01450,CND0569,PRG0079,In Progress,,5.0
PTC01451,CND0569,PRG0077,In Progress,,3.2
PTC01452,CND0570,PRG0177,Completed,79.9,4.2
PTC01453,CND0570,PRG0174,Completed,69.4,4.5
PTC01454,CND0570,PRG0176,Completed,91.9,4.5
PTC01455,CND0571,PRG0169,Completed,80.1,4.6
PTC01456,CND0571,PRG0168,In Progress,,4.5
PTC01457,CND0572,PRG0013,Completed,79.4,3.2
PTC01458,CND0572,PRG0106,Dropped,,4.7
PTC01459,CND0572,PRG0198,Completed,100.0,3.7
PTC01460,CND0572,PRG0089,Completed,91.6,3.7
PTC01461,CND0573,PRG0206,Completed,83.3,3.8
PTC01462,CND0573,PRG0102,In Progress,,3.1
PTC01463,CND0573,PRG0078,Completed,86.3,4.7
PTC01464,CND0573,PRG0211,In Progress,,4.1
PTC01465,CND0573,PRG0163,Completed,84.9,4.0
PTC01466,CND0574,PRG0209,In Progress,,4.6
PTC01467,CND0574,PRG0207,Completed,91.4,4.0
PTC01468,CND0574,PRG0208,Completed,69.3,3.9
PTC01469,CND0575,PRG0184,Completed,85.1,4.2
PTC01470,CND0575,PRG0185,In Progress,,3.8
PTC01471,CND0575,PRG0186,Completed,81.5,3.9
PTC01472,CND0576,PRG0078,In Progress,,3.2
PTC01473,CND0576,PRG0110,Completed,97.9,4.6
PTC01474,CND0576,PRG0158,In Progress,,5.0
PTC01475,CND0577,PRG0120,Completed,82.9,4.3
PTC01476,CND0577,PRG0119,Dropped,,3.6
PTC01477,CND0578,PRG0222,Completed,91.6,5.0
PTC01478,CND0579,PRG0088,Completed,94.0,4.3
PTC01479,CND0579,PRG0089,Completed,88.3,4.0
